01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,08. Símbolo,07. Escala,09. Valor
1990,Portugal,,,,,, farmácias,2791
1991,Portugal,,,,,, farmácias,2799
1992,Portugal,,,,,, farmácias,2814
1993,Portugal,,,,,, farmácias,2825
1994,Portugal,,,,,, farmácias,2845
1995,Portugal,,,,,, farmácias,2859
1996,Portugal,,,,,, farmácias,2870
1997,Portugal,,,,,, farmácias,2882
1998,Portugal,,,,,, farmácias,2891
1999,Portugal,,,,,, farmácias,2897
2000,Portugal,,,,,, farmácias,2911
2001,Portugal,,,,,, farmácias,2888
2002,Portugal,,,,,, farmácias,2897
2003,Portugal,,,,,, farmácias,2986
2004,Portugal,,,,,, farmácias,3012
2005,Portugal,,,,,, farmácias,3034
2006,Portugal,,,,,, farmácias,3037
2007,Portugal,,,,,, farmácias,3038
2008,Portugal,,,,,, farmácias,3037
2009,Portugal,,,,,, farmácias,3046
2010,Portugal,,,,,, farmácias,3055
2011,Portugal,,,,,, farmácias,3074
2012,Portugal,,,,,, farmácias,3096
2013,Portugal,,,,,r, farmácias,3075
2014,Portugal,,,,,, farmácias,3085
2015,Portugal,,,,,, farmácias,3084
2016,Portugal,,,,,, farmácias,3085
2017,Portugal,,,,,r, farmácias,3116
2018,Portugal,,,,,, farmácias,3119
2019,Portugal,,,,,, farmácias,3119
2020,Portugal,,,,,, farmácias,3113
2021,Portugal,,,,,, farmácias,3112
2022,Portugal,,,,,, farmácias,3118
2023,Portugal,,,,,, farmácias,3118
2002,Abrantes,Município,,,,, farmácias,15
2002,Águeda,Município,,,,, farmácias,13
2002,Aguiar da Beira,Município,,,,, farmácias,2
2002,Alandroal,Município,,,,, farmácias,4
2002,Albergaria-a-Velha,Município,,,,, farmácias,8
2002,Albufeira,Município,,,,, farmácias,8
2002,Alcácer do Sal,Município,,,,, farmácias,5
2002,Alcanena,Município,,,,, farmácias,5
2002,Alcobaça,Município,,,,, farmácias,13
2002,Alcochete,Município,,,,, farmácias,3
2002,Alcoutim,Município,,,,, farmácias,2
2002,Alenquer,Município,,,,, farmácias,12
2002,Alfândega da Fé,Município,,,,, farmácias,2
2002,Alijó,Município,,,,, farmácias,8
2002,Aljezur,Município,,,,, farmácias,2
2002,Aljustrel,Município,,,,, farmácias,5
2002,Almada,Município,,,,, farmácias,35
2002,Almeida,Município,,,,, farmácias,2
2002,Almeirim,Município,,,,, farmácias,5
2002,Almodôvar,Município,,,,, farmácias,2
2002,Alpiarça,Município,,,,, farmácias,3
