""
Portugal,+Area+Metropolitana+do+Porto
Portugal,+Alto+Tamega
Portugal,+Tamega+e+Sousa
Portugal,+Douro
Portugal,+Terras+de+Tras-os-Montes
Portugal,+Oeste
Portugal,+Regiao+de+Aveiro
Portugal,+Regiao+de+Coimbra
Portugal,+Regiao+de+Leiria
Portugal,+Viseu+Dao+Lafoes
Portugal,+Beira+Baixa
Portugal,+Medio+Tejo
Portugal,+Beiras+e+Serra+da+Estrela
Portugal,+Area+Metropolitana+de+Lisboa
Portugal,+Alentejo+Litoral
Portugal,+Baixo+Alentejo
Portugal,+Leziria+do+Tejo
Portugal,+Alto+Alentejo
Portugal,+Alentejo+Central
Portugal,+Algarve
Portugal,+Ilha+de+Santa+Maria
Portugal,+Ilha+de+Sao+Miguel
Portugal,+Ilha+Terceira
Portugal,+Ilha+Graciosa
Portugal,+Ilha+de+Sao+Jorge
Portugal,+Ilha+do+Pico
Portugal,+Ilha+do+Faial
Portugal,+Ilha+das+Flores
Portugal,+Ilha+do+Corvo
Portugal,+Ilha+da+Madeira
Portugal,+Ilha+de+Porto+Santo
Portugal,+Arcos+de+Valdevez
Portugal,+Caminha
Portugal,+Melgaco
Portugal,+Moncao
Portugal,+Paredes+de+Coura
Portugal,+Ponte+da+Barca
Portugal,+Ponte+de+Lima
Portugal,+Valenca
Portugal,+Viana+do+Castelo
Portugal,+Vila+Nova+de+Cerveira
Portugal,+Amares
Portugal,+Barcelos
Portugal,+Braga
Portugal,+Esposende
Portugal,+Terras+de+Bouro
Portugal,+Vila+Verde
Portugal,+Cabeceiras+de+Basto
Portugal,+Fafe
Portugal,+Guimaraes
Portugal,+Mondim+de+Basto
Portugal,+Povoa+de+Lanhoso
Portugal,+Vieira+do+Minho
Portugal,+Vila+Nova+de+Famalicao
Portugal,+Vizela
Portugal,+Arouca
Portugal,+Espinho
Portugal,+Gondomar
Portugal,+Maia
Portugal,+Matosinhos
Portugal,+Oliveira+de+Azemeis
Portugal,+Paredes
Portugal,+Porto
Portugal,+Povoa+de+Varzim
Portugal,+Santa+Maria+da+Feira
Portugal,+Santo+Tirso
Portugal,+Sao+Joao+da+Madeira
Portugal,+Trofa
Portugal,+Vale+de+Cambra
Portugal,+Valongo
Portugal,+Vila+do+Conde
Portugal,+Vila+Nova+de+Gaia
Portugal,+Boticas
Portugal,+Chaves
Portugal,+Montalegre
Portugal,+Ribeira+de+Pena
Portugal,+Valpacos
Portugal,+Vila+Pouca+de+Aguiar
Portugal,+Amarante
Portugal,+Baiao
Portugal,+Castelo+de+Paiva
Portugal,+Celorico+de+Basto
Portugal,+Cinfaes
Portugal,+Felgueiras
Portugal,+Lousada
Portugal,+Marco+de+Canaveses
Portugal,+Pacos+de+Ferreira
Portugal,+Penafiel
Portugal,+Resende
Portugal,+Alijo
Portugal,+Armamar
Portugal,+Carrazeda+de+Ansiaes
Portugal,+Freixo+de+Espada+a+Cinta
Portugal,+Lamego
Portugal,+Mesao+Frio
Portugal,+Moimenta+da+Beira
Portugal,+Murca
Portugal,+Penedono
Portugal,+Peso+da+Regua
Portugal,+Sabrosa
Portugal,+Santa+Marta+de+Penaguiao
Portugal,+Sao+Joao+da+Pesqueira
Portugal,+Sernancelhe
Portugal,+Tabuaco
Portugal,+Tarouca
Portugal,+Torre+de+Moncorvo
Portugal,+Vila+Nova+de+Foz+Coa
Portugal,+Vila+Real
Portugal,+Alfandega+da+Fe
Portugal,+Braganca
Portugal,+Macedo+de+Cavaleiros
Portugal,+Miranda+do+Douro
Portugal,+Mirandela
Portugal,+Mogadouro
Portugal,+Vila+Flor
Portugal,+Vimioso
Portugal,+Vinhais
Portugal,+Alcobaca
Portugal,+Alenquer
Portugal,+Arruda+dos+Vinhos
Portugal,+Bombarral
Portugal,+Cadaval
Portugal,+Caldas+da+Rainha
Portugal,+Lourinha
Portugal,+Nazare
Portugal,+Peniche
Portugal,+Sobral+de+Monte+Agraco
Portugal,+Torres+Vedras
Portugal,+Agueda
Portugal,+Albergaria-a-Velha
Portugal,+Anadia
Portugal,+Aveiro
Portugal,+Estarreja
Portugal,+Ilhavo
Portugal,+Murtosa
Portugal,+Oliveira+do+Bairro
Portugal,+Ovar
Portugal,+Sever+do+Vouga
Portugal,+Vagos
Portugal,+Arganil
Portugal,+Cantanhede
Portugal,+Coimbra
Portugal,+Condeixa-a-Nova
Portugal,+Figueira+da+Foz
Portugal,+Gois
Portugal,+Lousa
Portugal,+Mealhada
Portugal,+Mira
Portugal,+Miranda+do+Corvo
Portugal,+Montemor-o-Velho
Portugal,+Mortagua
Portugal,+Oliveira+do+Hospital
Portugal,+Pampilhosa+da+Serra
Portugal,+Penacova
Portugal,+Penela
Portugal,+Soure
Portugal,+Tabua
Portugal,+Vila+Nova+de+Poiares
Portugal,+Alvaiazere
Portugal,+Batalha
Portugal,+Castanheira+de+Pera
Portugal,+Figueiro+dos+Vinhos
Portugal,+Leiria
Portugal,+Marinha+Grande
Portugal,+Pedrogao+Grande
Portugal,+Pombal
Portugal,+Porto+de+Mos
Portugal,+Aguiar+da+Beira
Portugal,+Carregal+do+Sal
Portugal,+Castro+Daire
Portugal,+Mangualde
Portugal,+Nelas
Portugal,+Oliveira+de+Frades
Portugal,+Penalva+do+Castelo
Portugal,+Santa+Comba+Dao
Portugal,+Sao+Pedro+do+Sul
Portugal,+Satao
Portugal,+Tondela
Portugal,+Vila+Nova+de+Paiva
Portugal,+Viseu
Portugal,+Vouzela
Portugal,+Castelo+Branco
Portugal,+Idanha-a-Nova
Portugal,+Oleiros
Portugal,+Penamacor
Portugal,+Proenca-a-Nova
Portugal,+Vila+Velha+de+Rodao
Portugal,+Abrantes
Portugal,+Alcanena
Portugal,+Constancia
Portugal,+Entroncamento
Portugal,+Ferreira+do+Zezere
Portugal,+Macao
Portugal,+Ourem
Portugal,+Sardoal
Portugal,+Serta
Portugal,+Tomar
Portugal,+Torres+Novas
Portugal,+Vila+de+Rei
Portugal,+Vila+Nova+da+Barquinha
Portugal,+Almeida
Portugal,+Belmonte
Portugal,+Celorico+da+Beira
Portugal,+Covilha
Portugal,+Figueira+de+Castelo+Rodrigo
Portugal,+Fornos+de+Algodres
Portugal,+Fundao
Portugal,+Gouveia
Portugal,+Guarda
Portugal,+Manteigas
Portugal,+Meda
Portugal,+Pinhel
Portugal,+Sabugal
Portugal,+Seia
Portugal,+Trancoso
Portugal,+Alcochete
Portugal,+Almada
Portugal,+Amadora
Portugal,+Barreiro
Portugal,+Cascais
Portugal,+Lisboa
Portugal,+Loures
Portugal,+Mafra
Portugal,+Moita
Portugal,+Montijo
Portugal,+Odivelas
Portugal,+Oeiras
Portugal,+Palmela
Portugal,+Seixal
Portugal,+Sesimbra
Portugal,+Setubal
Portugal,+Sintra
Portugal,+Vila+Franca+de+Xira
Portugal,+Alcacer+do+Sal
Portugal,+Grandola
Portugal,+Odemira
Portugal,+Santiago+do+Cacem
Portugal,+Sines
Portugal,+Aljustrel
Portugal,+Almodovar
Portugal,+Alvito
Portugal,+Barrancos
Portugal,+Beja
Portugal,+Castro+Verde
Portugal,+Cuba
Portugal,+Ferreira+do+Alentejo
Portugal,+Mertola
Portugal,+Moura
Portugal,+Ourique
Portugal,+Serpa
Portugal,+Vidigueira
Portugal,+Almeirim
Portugal,+Alpiarca
Portugal,+Azambuja
Portugal,+Benavente
Portugal,+Cartaxo
Portugal,+Chamusca
Portugal,+Coruche
Portugal,+Golega
Portugal,+Rio+Maior
Portugal,+Salvaterra+de+Magos
Portugal,+Santarem
Portugal,+Alter+do+Chao
Portugal,+Arronches
Portugal,+Avis
Portugal,+Campo+Maior
Portugal,+Castelo+de+Vide
Portugal,+Crato
Portugal,+Elvas
Portugal,+Fronteira
Portugal,+Gaviao
Portugal,+Marvao
Portugal,+Monforte
Portugal,+Nisa
Portugal,+Ponte+de+Sor
Portugal,+Portalegre
Portugal,+Sousel
Portugal,+Alandroal
Portugal,+Arraiolos
Portugal,+Borba
Portugal,+Estremoz
Portugal,+Evora
Portugal,+Montemor-o-Novo
Portugal,+Mora
Portugal,+Mourao
Portugal,+Portel
Portugal,+Redondo
Portugal,+Reguengos+de+Monsaraz
Portugal,+Vendas+Novas
Portugal,+Viana+do+Alentejo
Portugal,+Vila+Vicosa
Portugal,+Albufeira
Portugal,+Alcoutim
Portugal,+Aljezur
Portugal,+Castro+Marim
Portugal,+Faro
Portugal,+Lagoa
Portugal,+Lagos
Portugal,+Loule
Portugal,+Monchique
Portugal,+Olhao
Portugal,+Portimao
Portugal,+Sao+Bras+de+Alportel
Portugal,+Silves
Portugal,+Tavira
Portugal,+Vila+do+Bispo
Portugal,+Vila+Real+de+Santo+Antonio
Portugal,+Vila+do+Porto
Portugal,+Lagoa+[R.A.A.]
Portugal,+Nordeste
Portugal,+Ponta+Delgada
Portugal,+Povoacao
Portugal,+Ribeira+Grande
Portugal,+Vila+Franca+do+Campo
Portugal,+Angra+do+Heroismo
Portugal,+Vila+da+Praia+da+Vitoria
Portugal,+Santa+Cruz+da+Graciosa
Portugal,+Calheta+[R.A.A.]
Portugal,+Velas
Portugal,+Lajes+do+Pico
Portugal,+Madalena
Portugal,+Sao+Roque+do+Pico
Portugal,+Horta
Portugal,+Lajes+das+Flores
Portugal,+Santa+Cruz+das+Flores
Portugal,+Corvo
Portugal,+Calheta+[R.A.M.]
Portugal,+Camara+de+Lobos
Portugal,+Funchal
Portugal,+Machico
Portugal,+Ponta+do+Sol
Portugal,+Porto+Moniz
Portugal,+Ribeira+Brava
Portugal,+Santa+Cruz
Portugal,+Santana
Portugal,+Sao+Vicente
Portugal,+Porto+Santo
